id,danceability,popularity
3218,0.255,82
3219,0.495,78
3220,0.531,72
3221,0.361,69
3222,0.799,0
3223,0.799,0
3224,0.799,1
3225,0.799,2
3226,0.674,0
3227,0.376,0
3228,0.556,0
3229,0.544,1
3230,0.416,6
3231,0.477,3
3232,0.544,0
3233,0.609,0
3234,0.416,0
3235,0.416,0
3236,0.321,0
3237,0.407,0
3238,0.321,0
3239,0.416,0
3240,0.221,2
3241,0.416,0
3242,0.321,0
3243,0.714,0
3244,0.416,0
3245,0.411,1
3246,0.321,0
3247,0.62,0
3248,0.522,0
3249,0.558,0
3250,0.245,78
3251,0.512,76
3252,0.264,71
3253,0.695,82
3254,0.668,78
3255,0.818,84
3256,0.417,83
3257,0.352,86
3258,0.653,64
3259,0.427,80
3260,0.451,73
3261,0.574,67
3262,0.492,78
3263,0.554,77
3264,0.5,79
3265,0.603,72
3266,0.611,0
3267,0.403,0
3268,0.403,0
3269,0.403,0
3270,0.403,0
3271,0.571,0
3272,0.611,0
3273,0.609,1
3274,0.514,0
3275,0.373,0
3276,0.609,0
3277,0.571,1
3278,0.571,0
3279,0.609,0
3280,0.596,0
3281,0.674,1
3282,0.609,0
3283,0.674,0
3284,0.596,0
3285,0.499,1
3286,0.611,1
3287,0.303,2
3288,0.221,0
3289,0.221,0
3290,0.221,0
3291,0.61,0
3292,0.597,0
3293,0.557,0
3294,0.221,2
3295,0.61,0
3296,0.609,1
3297,0.327,2
3298,0.452,0
3299,0.327,0
3300,0.587,87
3301,0.532,73
3302,0.545,68
3303,0.646,76
3304,0.464,77
3305,0.676,80
3306,0.557,76
3307,0.893,66
3308,0.514,55
3309,0.542,58
3310,0.526,76
3311,0.58,76
3312,0.619,69
3313,0.691,65
3314,0.738,0
3315,0.629,0
3316,0.629,0
3317,0.582,0
3318,0.492,2
3319,0.492,1
3320,0.492,1
3321,0.55,0
3322,0.433,1
3323,0.738,0
3324,0.738,0
3325,0.701,0
3326,0.433,0
3327,0.738,0
3328,0.727,2
3329,0.433,1
3330,0.739,0
3331,0.571,0
3332,0.505,0
3333,0.403,1
3334,0.505,0
3335,0.571,1
3336,0.562,0
3337,0.258,0
3338,0.571,0
3339,0.351,0
3340,0.784,0
3341,0.704,0
3342,0.706,1
3343,0.351,1
3344,0.682,0
3345,0.488,0
3346,0.32,0
3347,0.694,0
3348,0.554,0
3349,0.637,0
3350,0.394,70
3351,0.714,55
3352,0.492,56
3353,0.593,79
3354,0.471,80
3355,0.473,66
3356,0.745,68
3357,0.597,52
3358,0.386,72
3359,0.533,72
3360,0.729,0
3361,0.729,0
3362,0.579,71
3363,0.524,75
3364,0.522,4
3365,0.855,0
3366,0.855,0
3367,0.256,79
3368,0.431,66
3369,0.729,0
3370,0.729,1
3371,0.729,0
3372,0.52,6
3373,0.729,1
3374,0.636,59
3375,0.841,0
3376,0.563,66
3377,0.841,0
3378,0.729,0
3379,0.729,2
3380,0.486,0
3381,0.492,0
3382,0.534,0
3383,0.692,1
3384,0.533,0
3385,0.38,1
3386,0.548,1
3387,0.333,1
3388,0.333,0
3389,0.32,1
3390,0.674,0
3391,0.333,0
3392,0.487,0
3393,0.428,0
3394,0.416,1
3395,0.696,0
3396,0.361,1
3397,0.333,0
3398,0.674,0
3399,0.696,0
3400,0.56,79
3401,0.286,66
3402,0.436,64
3403,0.546,67
3404,0.483,76
3405,0.53,68
3406,0.87,1
3407,0.666,84
3408,0.586,64
3409,0.497,56
3410,0.547,5
3411,0.705,0
3412,0.705,0
3413,0.705,0
3414,0.731,0
3415,0.705,0
3416,0.731,0
3417,0.731,0
3418,0.65,0
3419,0.731,1
3420,0.606,1
3421,0.731,0
3422,0.559,3
3423,0.418,1
3424,0.731,1
3425,0.508,0
3426,0.532,0
3427,0.196,0
3428,0.413,0
3429,0.349,0
3430,0.731,0
3431,0.731,0
3432,0.532,0
3433,0.699,0
3434,0.532,0
3435,0.532,0
3436,0.444,0
3437,0.532,0
3438,0.508,0
3439,0.635,1
3440,0.508,0
3441,0.644,0
3442,0.634,0
3443,0.505,0
3444,0.485,1
3445,0.705,0
3446,0.485,1
3447,0.485,0
3448,0.725,0
3449,0.505,0
3450,0.581,74
3451,0.393,75
3452,0.578,75
3453,0.493,70
3454,0.413,81
3455,0.445,1
3456,0.537,66
3457,0.538,1
3458,0.445,0
3459,0.559,82
3460,0.445,0
3461,0.538,0
3462,0.753,61
3463,0.538,0
3464,0.618,82
3465,0.773,0
3466,0.769,0
3467,0.773,0
3468,0.59,3
3469,0.474,1
3470,0.529,0
3471,0.808,0
3472,0.474,0
3473,0.529,0
3474,0.529,0
3475,0.703,0
3476,0.776,0
3477,0.529,0
3478,0.808,0
3479,0.644,0
3480,0.288,1
3481,0.59,0
3482,0.527,0
3483,0.518,2
3484,0.518,2
3485,0.518,0
3486,0.83,54
3487,0.518,0
3488,0.518,0
3489,0.579,0
3490,0.518,0
3491,0.579,1
3492,0.518,0
3493,0.579,0
3494,0.579,0
3495,0.514,0
3496,0.579,0
3497,0.579,0
3498,0.514,0
3499,0.548,0
3500,0.663,76
3501,0.416,73
3502,0.487,42
3503,0.42,79
3504,0.683,71
3505,0.484,42
3506,0.689,78
3507,0.589,80
3508,0.556,68
3509,0.354,80
3510,0.83,67
3511,0.66,74
3512,0.731,79
3513,0.738,0
3514,0.494,75
3515,0.618,73
3516,0.908,0
3517,0.908,0
3518,0.58,76
3519,0.743,69
3520,0.729,0
3521,0.729,0
3522,0.908,0
3523,0.248,0
3524,0.79,0
3525,0.908,0
3526,0.859,0
3527,0.459,1
3528,0.752,0
3529,0.474,0
3530,0.474,1
3531,0.859,0
3532,0.627,0
3533,0.627,1
3534,0.627,0
3535,0.767,0
3536,0.859,0
3537,0.767,0
3538,0.701,0
3539,0.63,0
3540,0.767,0
3541,0.709,0
3542,0.356,1
3543,0.588,0
3544,0.356,1
3545,0.746,0
3546,0.356,0
3547,0.356,0
3548,0.638,0
3549,0.666,0
3550,0.513,77
3551,0.599,65
3552,0.59,64
3553,0.616,0
3554,0.631,62
3555,0.542,71
3556,0.616,0
3557,0.616,0
3558,0.522,72
3559,0.401,0
3560,0.519,79
3561,0.401,0
3562,0.401,0
3563,0.401,0
3564,0.401,0
3565,0.401,0
3566,0.521,65
3567,0.616,1
3568,0.616,0
3569,0.413,84
3570,0.356,80
3571,0.53,38
3572,0.401,1
3573,0.401,0
3574,0.401,0
3575,0.401,0
3576,0.401,0
3577,0.401,0
3578,0.616,0
3579,0.401,0
3580,0.494,36
3581,0.401,0
3582,0.401,0
3583,0.728,38
3584,0.76,43
3585,0.64,44
3586,0.77,0
3587,0.525,41
3588,0.688,0
3589,0.688,0
3590,0.523,3
3591,0.688,0
3592,0.688,0
3593,0.688,0
3594,0.523,1
3595,0.523,0
3596,0.523,0
3597,0.657,0
3598,0.657,0
3599,0.657,0
3600,0.477,72
3601,0.389,74
3602,0.559,40
3603,0.459,76
3604,0.662,70
3605,0.743,71
3606,0.668,71
3607,0.618,69
3608,0.442,76
3609,0.655,54
3610,0.614,66
3611,0.518,73
3612,0.697,75
3613,0.509,63
3614,0.483,69
3615,0.545,65
3616,0.432,67
3617,0.466,80
3618,0.56,0
3619,0.713,2
3620,0.726,0
3621,0.713,0
3622,0.535,1
3623,0.535,0
3624,0.535,0
3625,0.508,0
3626,0.596,0
3627,0.535,0
3628,0.73,0
3629,0.43,4
3630,0.791,0
3631,0.342,0
3632,0.676,0
3633,0.743,0
3634,0.432,0
3635,0.342,0
3636,0.43,0
3637,0.342,0
3638,0.934,0
3639,0.79,0
3640,0.733,0
3641,0.732,0
3642,0.66,0
3643,0.66,0
3644,0.775,0
3645,0.775,0
3646,0.676,0
3647,0.713,0
3648,0.818,0
3649,0.686,0
3650,0.534,68
3651,0.468,64
3652,0.673,67
3653,0.534,52
3654,0.636,65
3655,0.466,67
3656,0.354,53
3657,0.768,50
3658,0.446,80
3659,0.561,67
3660,0.487,70
3661,0.714,69
3662,0.603,70
3663,0.487,69
3664,0.639,66
3665,0.643,70
3666,0.372,0
3667,0.452,58
3668,0.498,62
3669,0.318,64
3670,0.372,0
3671,0.804,0
3672,0.493,4
3673,0.372,0
3674,0.804,0
3675,0.804,0
3676,0.794,3
3677,0.559,0
3678,0.29,0
3679,0.656,1
3680,0.512,0
3681,0.676,52
3682,0.678,0
3683,0.524,0
3684,0.359,0
3685,0.424,0
3686,0.529,0
3687,0.359,1
3688,0.359,1
3689,0.312,0
3690,0.312,0
3691,0.359,0
3692,0.359,0
3693,0.616,0
3694,0.446,0
3695,0.433,0
3696,0.433,0
3697,0.259,0
3698,0.616,0
3699,0.259,0
3700,0.754,65
3701,0.603,70
3702,0.871,79
3703,0.666,70
3704,0.568,71
3705,0.49,66
3706,0.687,80
3707,0.699,62
3708,0.452,66
3709,0.544,72
3710,0.458,80
3711,0.468,64
3712,0.595,79
3713,0.554,72
3714,0.53,60
3715,0.564,60
3716,0.47,75
3717,0.7,74
3718,0.364,77
3719,0.466,64
3720,0.434,69
3721,0.36,76
3722,0.568,76
3723,0.678,73
3724,0.611,49
3725,0.766,0
3726,0.77,0
3727,0.598,1
3728,0.359,0
3729,0.564,0
3730,0.856,0
3731,0.236,0
3732,0.616,1
3733,0.531,0
3734,0.487,0
3735,0.531,0
3736,0.331,0
3737,0.492,51
3738,0.524,0
3739,0.694,0
3740,0.337,0
3741,0.323,0
3742,0.63,51
3743,0.477,0
3744,0.421,1
3745,0.624,0
3746,0.358,0
3747,0.659,0
3748,0.512,0
3749,0.616,0
3750,0.657,69
3751,0.627,55
3752,0.534,65
3753,0.7,70
3754,0.451,78
3755,0.662,71
3756,0.447,59
3757,0.73,66
3758,0.613,76
3759,0.684,71
3760,0.595,74
3761,0.419,75
3762,0.512,68
3763,0.322,41
3764,0.483,67
3765,0.568,70
3766,0.449,60
3767,0.627,61
3768,0.714,0
3769,0.531,67
3770,0.823,0
3771,0.546,61
3772,0.664,0
3773,0.669,71
3774,0.651,61
3775,0.53,64
3776,0.577,1
3777,0.425,74
3778,0.429,66
3779,0.712,0
3780,0.712,0
3781,0.527,0
3782,0.824,0
3783,0.433,79
3784,0.202,5
3785,0.383,50
3786,0.703,50
3787,0.736,0
3788,0.502,0
3789,0.451,0
3790,0.857,0
3791,0.331,0
3792,0.567,50
3793,0.658,0
3794,0.639,0
3795,0.494,0
3796,0.686,0
3797,0.519,0
3798,0.617,0
3799,0.407,0
3800,0.866,68
3801,0.276,60
3802,0.529,58
3803,0.666,71
3804,0.572,62
3805,0.593,63
3806,0.535,66
3807,0.372,59
3808,0.521,71
3809,0.267,61
3810,0.426,0
3811,0.545,80
3812,0.669,0
3813,0.457,64
3814,0.392,74
3815,0.537,0
3816,0.823,0
3817,0.537,0
3818,0.669,0
3819,0.669,0
3820,0.712,0
3821,0.44,0
3822,0.44,0
3823,0.459,65
3824,0.501,56
3825,0.875,1
3826,0.567,1
3827,0.751,1
3828,0.385,50
3829,0.698,0
3830,0.751,0
3831,0.527,0
3832,0.573,0
3833,0.776,0
3834,0.286,1
3835,0.286,0
3836,0.286,0
3837,0.286,0
3838,0.286,0
3839,0.768,0
3840,0.286,2
3841,0.555,0
3842,0.586,0
3843,0.787,0
3844,0.421,0
3845,0.491,0
3846,0.744,0
3847,0.422,0
3848,0.757,50
3849,0.758,0
3850,0.726,75
3851,0.663,76
3852,0.634,66
3853,0.353,69
3854,0.617,68
3855,0.589,70
3856,0.645,61
3857,0.679,56
3858,0.592,42
3859,0.694,63
3860,0.617,73
3861,0.553,63
3862,0.486,69
3863,0.504,68
3864,0.554,66
3865,0.654,78
3866,0.214,65
3867,0.538,77
3868,0.85,59
3869,0.728,66
3870,0.496,67
3871,0.638,59
3872,0.663,0
3873,0.463,72
3874,0.663,1
3875,0.663,1
3876,0.519,47
3877,0.55,81
3878,0.663,0
3879,0.589,50
3880,0.482,1
3881,0.671,0
3882,0.482,0
3883,0.465,0
3884,0.713,1
3885,0.772,0
3886,0.771,0
3887,0.706,0
3888,0.763,0
3889,0.411,49
3890,0.423,0
3891,0.742,3
3892,0.639,2
3893,0.615,0
3894,0.626,0
3895,0.613,0
3896,0.688,50
3897,0.508,0
3898,0.364,0
3899,0.433,0
3900,0.742,72
3901,0.664,64
3902,0.746,5
3903,0.969,7
3904,0.497,7
3905,0.838,6
3906,0.534,5
3907,0.833,5
3908,0.581,7
3909,0.595,69
3910,0.736,73
3911,0.513,66
3912,0.524,65
3913,0.686,52
3914,0.466,71
3915,0.476,73
3916,0.66,5
3917,0.697,63
3918,0.393,41
3919,0.509,53
3920,0.746,34
3921,0.519,38
3922,0.407,65
3923,0.35,77
3924,0.77,72
3925,0.534,65
3926,0.467,75
3927,0.423,72
3928,0.409,74
3929,0.524,61
3930,0.731,0
3931,0.581,62
3932,0.86,0
3933,0.675,2
3934,0.616,49
3935,0.675,2
3936,0.735,47
3937,0.598,0
3938,0.671,49
3939,0.465,0
3940,0.514,0
3941,0.634,0
3942,0.634,0
3943,0.634,0
3944,0.581,0
3945,0.487,48
3946,0.556,0
3947,0.313,0
3948,0.489,0
3949,0.634,0
3950,0.595,70
3951,0.21,71
3952,0.763,77
3953,0.816,73
3954,0.56,36
3955,0.688,67
3956,0.777,67
3957,0.448,69
3958,0.486,62
3959,0.538,71
3960,0.472,69
3961,0.65,42
3962,0.413,66
3963,0.643,36
3964,0.693,67
3965,0.508,60
3966,0.468,66
3967,0.556,78
3968,0.577,66
3969,0.616,70
3970,0.69,71
3971,0.291,77
3972,0.427,74
3973,0.512,65
3974,0.663,0
3975,0.663,1
3976,0.713,0
3977,0.684,0
3978,0.54,61
3979,0.383,46
3980,0.418,0
3981,0.507,58
3982,0.414,47
3983,0.589,48
3984,0.483,48
3985,0.542,48
3986,0.463,49
3987,0.688,48
3988,0.694,48
3989,0.479,0
3990,0.433,0
3991,0.622,48
3992,0.479,0
3993,0.622,0
3994,0.622,0
3995,0.192,50
3996,0.605,48
3997,0.466,49
3998,0.537,48
3999,0.364,48
4000,0.454,78
4001,0.521,63
4002,0.37,84
4003,0.406,76
4004,0.45,75
4005,0.405,78
4006,0.484,60
4007,0.409,69
4008,0.307,72
4009,0.508,72
4010,0.401,65
4011,0.535,71
4012,0.483,65
4013,0.403,67
4014,0.456,65
4015,0.447,79
4016,0.509,73
4017,0.472,68
4018,0.233,68
4019,0.334,68
4020,0.298,63
4021,0.457,75
4022,0.378,65
4023,0.608,43
4024,0.419,62
4025,0.441,65
4026,0.414,64
4027,0.269,63
4028,0.426,62
4029,0.233,69
4030,0.567,69
4031,0.139,68
4032,0.593,73
4033,0.418,69
4034,0.483,50
4035,0.191,73
4036,0.545,1
4037,0.346,0
4038,0.181,0
4039,0.23,0
4040,0.225,0
4041,0.425,0
4042,0.192,0
4043,0.166,0
4044,0.687,0
4045,0.166,0
4046,0.166,0
4047,0.469,0
4048,0.469,0
4049,0.469,0
4050,0.544,70
4051,0.853,74
4052,0.527,62
4053,0.199,46
4054,0.403,59
4055,0.361,61
4056,0.561,60
4057,0.449,59
4058,0.454,59
4059,0.415,71
4060,0.298,54
4061,0.361,60
4062,0.457,53
4063,0.392,62
4064,0.224,69
4065,0.231,70
4066,0.49,58
4067,0.459,58
4068,0.37,61
4069,0.556,67
4070,0.177,57
4071,0.389,59
4072,0.263,68
4073,0.689,35
4074,0.261,60
4075,0.483,73
4076,0.466,66
4077,0.065,65
4078,0.317,0
4079,0.14,58
4080,0.409,0
4081,0.302,0
4082,0.485,0
4083,0.365,0
4084,0.302,0
4085,0.403,0
4086,0.485,0
4087,0.561,0
4088,0.485,0
4089,0.318,2
4090,0.0819,1
4091,0.186,0
4092,0.186,0
4093,0.515,0
4094,0.442,2
4095,0.287,2
4096,0.285,0
4097,0.0713,0
4098,0.168,2
4099,0.117,0
4100,0.483,40
4101,0.182,33
4102,0.325,33
4103,0.537,31
4104,0.411,59
4105,0.496,60
4106,0.734,32
4107,0.432,62
4108,0.453,57
4109,0.333,64
4110,0.504,60
4111,0.354,61
4112,0.476,61
4113,0.296,66
4114,0.699,56
4115,0.574,61
4116,0.537,55
4117,0.336,53
4118,0.324,69
4119,0.324,56
4120,0.207,65
4121,0.525,51
4122,0.421,64
4123,0.577,61
4124,0.467,62
4125,0.701,65
4126,0.342,57
4127,0.438,63
4128,0.339,65
4129,0.348,65
4130,0.35,62
4131,0.0,64
4132,0.231,62
4133,0.412,62
4134,0.452,63
4135,0.123,0
4136,0.263,61
4137,0.302,0
4138,0.453,0
4139,0.347,0
4140,0.302,0
4141,0.14,0
4142,0.494,0
4143,0.222,0
4144,0.296,0
4145,0.296,0
4146,0.27,0
4147,0.296,0
4148,0.382,0
4149,0.338,0
4150,0.369,50
4151,0.651,44
4152,0.167,64
4153,0.53,29
4154,0.794,57
4155,0.482,32
4156,0.252,60
4157,0.199,58
4158,0.529,56
4159,0.307,62
4160,0.399,61
4161,0.447,56
4162,0.22,62
4163,0.565,2
4164,0.682,48
4165,0.159,47
4166,0.324,64
4167,0.525,55
4168,0.437,41
4169,0.58,58
4170,0.161,48
4171,0.336,62
4172,0.123,60
4173,0.602,57
4174,0.224,60
4175,0.649,63
4176,0.574,54
4177,0.367,58
4178,0.733,56
4179,0.384,61
4180,0.21,45
4181,0.451,54
4182,0.452,61
4183,0.0783,67
4184,0.517,58
4185,0.332,62
4186,0.397,58
4187,0.307,62
4188,0.303,65
4189,0.133,58
4190,0.42,61
4191,0.0877,0
4192,0.407,0
4193,0.0877,0
4194,0.0877,0
4195,0.0877,0
4196,0.216,0
4197,0.303,0
4198,0.571,0
4199,0.236,0
4200,0.469,27
4201,0.538,49
4202,0.702,56
4203,0.462,54
4204,0.337,28
4205,0.497,58
4206,0.449,26
4207,0.167,53
4208,0.278,54
4209,0.303,56
4210,0.359,58
4211,0.488,51
4212,0.182,52
4213,0.166,62
4214,0.528,66
4215,0.38,53
4216,0.367,60
4217,0.277,29
4218,0.567,53
4219,0.645,52
4220,0.456,46
4221,0.257,48
4222,0.451,61
4223,0.313,53
4224,0.107,61
4225,0.819,63
4226,0.667,34
4227,0.496,54
4228,0.613,55
4229,0.491,51
4230,0.215,49
4231,0.414,54
4232,0.276,57
4233,0.496,58
4234,0.511,60
4235,0.194,64
4236,0.314,60
4237,0.214,53
4238,0.493,58
4239,0.386,64
4240,0.558,64
4241,0.15,51
4242,0.417,56
4243,0.336,37
4244,0.583,65
4245,0.257,59
4246,0.218,62
4247,0.18,0
4248,0.208,61
4249,0.277,59
4250,0.253,48
4251,0.493,36
4252,0.451,53
4253,0.472,47
4254,0.442,59
4255,0.524,61
4256,0.289,60
4257,0.169,27
4258,0.248,60
4259,0.384,59
4260,0.535,53
4261,0.201,58
4262,0.826,58
4263,0.509,59
4264,0.564,51
4265,0.478,54
4266,0.444,55
4267,0.176,55
4268,0.218,61
4269,0.171,51
4270,0.496,53
4271,0.442,61
4272,0.309,52
4273,0.33,63
4274,0.463,54
4275,0.0748,52
4276,0.448,55
4277,0.312,61
4278,0.517,61
4279,0.437,59
4280,0.333,47
4281,0.456,40
4282,0.309,58
4283,0.147,0
4284,0.0688,0
4285,0.55,57
4286,0.318,55
4287,0.36,58
4288,0.269,57
4289,0.59,53
4290,0.176,0
4291,0.515,60
4292,0.4,58
4293,0.51,60
4294,0.146,59
4295,0.466,55
4296,0.206,0
4297,0.448,59
4298,0.187,33
4299,0.614,3
4300,0.159,52
4301,0.37,24
4302,0.382,45
4303,0.163,51
4304,0.118,41
4305,0.591,51
4306,0.513,47
4307,0.213,58
4308,0.222,50
4309,0.403,59
4310,0.303,54
4311,0.218,62
4312,0.448,58
4313,0.246,59
4314,0.142,51
4315,0.467,50
4316,0.357,54
4317,0.567,45
4318,0.425,54
4319,0.181,48
4320,0.744,49
4321,0.207,59
4322,0.527,34
4323,0.525,56
4324,0.217,56
4325,0.579,50
4326,0.433,60
4327,0.499,56
4328,0.305,56
4329,0.375,61
4330,0.287,59
4331,0.393,53
4332,0.425,36
4333,0.342,21
4334,0.242,58
4335,0.282,56
4336,0.355,58
4337,0.336,55
4338,0.174,58
4339,0.45,54
4340,0.334,53
4341,0.593,55
4342,0.605,60
4343,0.21,56
4344,0.487,61
4345,0.139,55
4346,0.327,11
4347,0.537,3
4348,0.482,3
4349,0.307,4
4350,0.634,53
4351,0.204,48
4352,0.483,23
4353,0.439,51
4354,0.515,46
4355,0.202,44
4356,0.355,42
4357,0.446,54
4358,0.23,58
4359,0.555,27
4360,0.616,26
4361,0.16,41
4362,0.392,59
4363,0.497,51
4364,0.384,51
4365,0.533,49
4366,0.239,52
4367,0.553,52
4368,0.184,48
4369,0.463,62
4370,0.757,53
4371,0.366,53
4372,0.225,53
4373,0.348,54
4374,0.301,54
4375,0.223,58
4376,0.0975,55
4377,0.129,17
4378,0.328,58
4379,0.0,55
4380,0.477,54
4381,0.177,20
4382,0.389,20
4383,0.525,23
4384,0.458,52
4385,0.398,55
4386,0.349,58
4387,0.329,56
4388,0.374,57
4389,0.433,59
4390,0.327,63
4391,0.338,58
4392,0.402,58
4393,0.322,59
4394,0.286,58
4395,0.427,45
4396,0.446,45
4397,0.307,51
4398,0.225,55
4399,0.505,0
4400,0.453,51
4401,0.514,43
4402,0.621,38
4403,0.446,49
4404,0.584,48
4405,0.208,50
4406,0.512,52
4407,0.305,61
4408,0.172,49
4409,0.471,49
4410,0.281,47
4411,0.233,50
4412,0.359,58
4413,0.11,51
4414,0.326,51
4415,0.296,52
4416,0.185,51
4417,0.571,47
4418,0.489,59
4419,0.705,53
4420,0.296,52
4421,0.217,57
4422,0.157,50
4423,0.631,59
4424,0.252,52
4425,0.275,54
4426,0.517,55
4427,0.357,48
4428,0.412,56
4429,0.394,54
4430,0.582,28
4431,0.475,50
4432,0.214,55
4433,0.346,54
4434,0.348,60
4435,0.381,57
4436,0.394,54
4437,0.302,53
4438,0.219,53
4439,0.507,48
4440,0.455,53
4441,0.649,52
4442,0.366,51
4443,0.174,59
4444,0.14,42
4445,0.364,56
4446,0.461,57
4447,0.313,56
4448,0.62,0
4449,0.332,57
4450,0.253,58
4451,0.157,50
4452,0.612,44
4453,0.249,51
4454,0.367,48
4455,0.3,51
4456,0.277,55
4457,0.353,43
4458,0.404,53
4459,0.43,44
4460,0.557,50
4461,0.187,56
4462,0.697,18
4463,0.502,43
4464,0.183,54
4465,0.5,30
4466,0.36,55
4467,0.295,54
4468,0.281,52
4469,0.228,45
4470,0.346,54
4471,0.623,54
4472,0.638,57
4473,0.324,0
4474,0.23,55
4475,0.163,55
4476,0.338,47
4477,0.409,56
4478,0.528,54
4479,0.271,0
4480,0.367,52
4481,0.471,50
4482,0.429,46
4483,0.469,52
4484,0.571,47
4485,0.591,53
4486,0.324,50
4487,0.2,50
4488,0.548,45
4489,0.183,55
4490,0.354,0
4491,0.266,52
4492,0.662,3
4493,0.437,51
4494,0.357,0
4495,0.354,30
4496,0.513,51
4497,0.665,0
4498,0.14,28
4499,0.161,28
4500,0.304,45
4501,0.48,21
4502,0.335,54
4503,0.498,46
4504,0.667,46
4505,0.435,47
4506,0.0839,40
4507,0.0734,41
4508,0.377,45
4509,0.712,54
4510,0.241,49
4511,0.425,40
4512,0.525,35
4513,0.565,55
4514,0.219,54
4515,0.5,47
4516,0.408,48
4517,0.502,48
4518,0.235,54
4519,0.458,56
4520,0.0789,49
4521,0.282,55
4522,0.424,54
4523,0.518,53
4524,0.575,55
4525,0.222,51
4526,0.0746,56
4527,0.385,54
4528,0.214,53
4529,0.554,50
4530,0.6,43
4531,0.374,53
4532,0.568,40
4533,0.198,57
4534,0.414,54
4535,0.422,54
4536,0.386,46
4537,0.435,53
4538,0.262,53
4539,0.193,55
4540,0.322,56
4541,0.128,0
4542,0.108,28
4543,0.169,28
4544,0.166,57
4545,0.115,28
4546,0.198,28
4547,0.324,54
4548,0.167,0
4549,0.203,28
4550,0.172,47
4551,0.568,40
4552,0.217,53
4553,0.181,39
4554,0.615,52
4555,0.259,51
4556,0.113,38
4557,0.14,50
4558,0.203,49
4559,0.181,43
4560,0.2,44
4561,0.412,46
4562,0.388,49
4563,0.364,57
4564,0.118,52
4565,0.495,42
4566,0.155,46
4567,0.495,50
4568,0.542,47
4569,0.3,54
4570,0.113,38
4571,0.464,50
4572,0.354,38
4573,0.0936,55
4574,0.185,51
4575,0.487,48
4576,0.274,55
4577,0.235,53
4578,0.487,46
4579,0.233,50
4580,0.535,47
4581,0.206,50
4582,0.459,48
4583,0.403,50
4584,0.232,51
4585,0.175,27
4586,0.178,27
4587,0.179,53
4588,0.144,27
4589,0.13,27
4590,0.199,27
4591,0.543,57
4592,0.157,27
4593,0.203,27
4594,0.132,27
4595,0.196,27
4596,0.183,27
4597,0.199,27
4598,0.269,27
4599,0.136,27
4600,0.368,18
4601,0.241,18
4602,0.354,19
4603,0.425,53
4604,0.464,22
4605,0.235,51
4606,0.597,49
4607,0.175,53
4608,0.494,54
4609,0.281,48
4610,0.298,50
4611,0.303,52
4612,0.45,47
4613,0.403,50
4614,0.437,54
4615,0.314,54
4616,0.0701,52
4617,0.29,44
4618,0.434,51
4619,0.275,46
4620,0.241,51
4621,0.521,44
4622,0.635,49
4623,0.0911,57
4624,0.55,50
4625,0.429,56
4626,0.178,50
4627,0.301,53
4628,0.393,54
4629,0.45,50
4630,0.448,57
4631,0.398,49
4632,0.525,47
4633,0.201,52
4634,0.38,55
4635,0.107,27
4636,0.2,27
4637,0.182,27
4638,0.265,27
4639,0.201,27
4640,0.674,51
4641,0.199,27
4642,0.185,27
4643,0.29,27
4644,0.184,26
4645,0.104,26
4646,0.197,27
4647,0.18,27
4648,0.269,27
4649,0.377,52
4650,0.346,47
4651,0.573,18
4652,0.576,19
4653,0.525,18
4654,0.489,48
4655,0.417,22
4656,0.671,42
4657,0.305,48
4658,0.0602,50
4659,0.302,42
4660,0.819,54
4661,0.395,39
4662,0.145,40
4663,0.324,44
4664,0.0,53
4665,0.444,51
4666,0.389,39
4667,0.0643,49
4668,0.488,47
4669,0.282,48
4670,0.698,55
4671,0.475,47
4672,0.535,48
4673,0.148,51
4674,0.254,52
4675,0.525,36
4676,0.447,49
4677,0.248,55
4678,0.249,46
4679,0.482,50
4680,0.483,51
4681,0.273,52
4682,0.258,52
4683,0.436,55
4684,0.225,54
4685,0.388,55
4686,0.263,27
4687,0.332,51
4688,0.408,26
4689,0.345,49
4690,0.396,40
4691,0.679,52
4692,0.126,56
4693,0.389,50
4694,0.44,52
4695,0.682,26
4696,0.458,53
4697,0.74,27
4698,0.221,52
4699,0.417,55
4700,0.337,44
4701,0.413,19
4702,0.25,18
4703,0.506,41
4704,0.65,43
4705,0.587,36
4706,0.581,45
4707,0.409,45
4708,0.545,47
4709,0.288,50
4710,0.467,41
4711,0.423,42
4712,0.578,45
4713,0.465,47
4714,0.385,45
4715,0.581,54
4716,0.395,58
4717,0.0655,48
4718,0.185,50
4719,0.276,51
4720,0.321,58
4721,0.309,49
4722,0.562,46
4723,0.648,50
4724,0.176,44
4725,0.17,44
4726,0.567,51
4727,0.481,49
4728,0.181,48
4729,0.355,42
4730,0.355,55
4731,0.505,44
4732,0.151,49
4733,0.186,51
4734,0.18,41
4735,0.337,57
4736,0.417,56
4737,0.541,52
4738,0.243,41
4739,0.146,51
4740,0.515,55
4741,0.101,42
4742,0.819,46
4743,0.284,51
4744,0.295,51
4745,0.6,44
4746,0.401,54
4747,0.238,49
4748,0.302,52
4749,0.342,52
4750,0.398,50
4751,0.146,43
4752,0.0832,46
4753,0.395,49
4754,0.133,39
4755,0.488,48
4756,0.483,52
4757,0.0951,46
4758,0.332,50
4759,0.219,49
4760,0.258,54
4761,0.152,51
4762,0.207,45
4763,0.434,54
4764,0.359,49
4765,0.121,43
4766,0.137,53
4767,0.52,55
4768,0.612,15
4769,0.852,45
